"mix_name","mean_weight"
"LBXPFNA_imp",0.680162483616278
"LBXPFDE_imp",0.260965450391246
"LBXPFHS_imp",0.0493314532634049
"LBXPFOA_imp",0.00896082098458482
"LBXPFOS_imp",0.000579317520961953
"LBXMPAH_imp",4.74223523967171e-07
